01-01-19,33.4
02-01-19,33
03-01-19,32.9
04-01-19,33.4
05-01-19,31.9
06-01-19,31.9
07-01-19,32.6
08-01-19,31.5
09-01-19,32.2
10-01-19,32.3
11-01-19,32.1
12-01-19,32.2
13-01-19,32.4
14-01-19,31.6
15-01-19,32.2
16-01-19,32.3
17-01-19,32.6
18-01-19,28.4
19-01-19,31.1
20-01-19,32.2
21-01-19,31.9
22-01-19,31
23-01-19,31.4
24-01-19,31.1
25-01-19,30.2
26-01-19,30.4
27-01-19,31.3
28-01-19,28.4
29-01-19,31.8
30-01-19,31.6
31-01-19,31.6
